Doge Agency,Doge Upload Date,Contract URL,Doge Value,Doge Desc,Valid URL,agencyID,PIID,modNumber,transactionNumber,idvAgencyID,idvPIID,idvModNumber,reasonForModification,solicitationID,tasAgencyIdentifier,tasMainAccountCode,tasSubAccountCode,signedDate,effectiveDate,awardCompletionDate,estimatedUltimateCompletionDate,solicitationDate,previousObligatedAmount,obligatedAmount,totalObligatedAmount,previousBaseAndExercisedOptionsValue,baseAndExercisedOptionsValue,totalBaseAndExercisedOptionsValue,previousUltimateContractValue,ultimateContractValue,totalUltimateContractValue,feesPaidForUseOfService,contractingOfficeAgencyID,contractingOfficeAgencyName,contractingOfficeID,contractingOfficeName,fundingRequestingAgencyID,fundingRequestingAgencyName,fundingRequestingOfficeID,fundingRequestingOfficeName,ccrException,UEINumber,vendorName,vendorDoingAsBusinessName,cageCode,vendorStreet,vendorStreet2,vendorCity,vendorState,vendorZip,vendorCountryForDisplay,vendorPhone,vendorFax,vendorCongressionalDistrict,organizationType,stateOfIncorporation,countryOfIncorporation,majorProgramCode,numberOfActions,placeStateCode,placeLocationCode,placeCountryCode,principalPlaceOfPerformanceCountyName,principalPlaceOfPerformanceName,congressionalDistrictPlaceOfPerformance,placeOfPerformanceZIPCode,placeOfPerformanceZIPCode4,productOrServiceCode,productOrServiceCodeDescription,principalNAICSCode,NAICSCodeDescription,systemEquipmentCode,systemEquipmentShortDescription,countryOfOrigin,countryOfOriginForDisplay,claimantProgramCode,claimantProgramCodeShortDescription,extentCompetedForReferencedIDV,idvTypeOfSetAside,typeOfSetAsideSource,idvNumberOfOffersReceived,numberOfOffersReceived,numberOfOffersSource,pricePreferncePercentDifference,otherStatutoryAuthority,descriptionOfContractRequirement,displayAwardType,displayPreparedDate,displayPreparedBy,displayStatus,displayLastModifiedDate,displayLastModifiedBy,displayClosedStatus,displayClosedDate,displayClosedBy,displayApprovedPlaceholder,displayApprovedDate,displayApprovedBy,,tasInitiative,foreignFunding,typeOfContractPricing,inherentlyGovernmentalFunction,multiYearContract,nationalInterest,costOrPricingData,acceptPurchaseCard,undefinitizedAction,performanceBasedServiceContract,contingencyHumanitarianPeacekeepingOperation,contractFinancing,costAccountingStandardsClause,consolidatedContract,ClingerCohenAct,laborStandards,materialsSuppliesArticlesEquipment,constructionWageRateRequirements,listOfAdditionalReportingValues,interagencyContractingAuthority,bundledContractException,placeOfManufacture,manufacturingOrganizationType,recoveredMaterialClauses,informationTechnologyCommercialItemCategory,seaTransportation,GFE_GFP,useOfEPADesignatedProducts,extentCompeted,tradeoffProcess,solicitationProcedures,typeOfSetAside,evaluatedPreference,research,statutoryExceptionToFairOpportunity,reasonNotCompeted,localAreaSetAside,fedBizOpps,A76Action,commercialItemAcquisitionProcedures,commercialItemTestProgram,contractingOfficerBusinessSizeDetermination,subcontractPlan,lastDateToOrder,baseAndAllOptionsValue,totalEstimatedOrderValue,programAcronym,websiteURL,FIPS95Codes,emailAddress,individualOrderLimit,fixedFeeValue,feeRangeLowerValue,feeRangeUpperValue,orderingProcedure,displayIDVType,typeOfIDC,multipleOrSingleAwardIDC,whoCanUse
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22F00007&modNumber=P00004&idvAgencyID=&idvPIID=7200AA20D00011&contractType=AWARD,"$7,708,175",OTI M&E INITIAL PLACEHOLDER - PPL EVAL-ME-II,True,7200,7200AA22F00007,P00004,0,7200,7200AA20D00011,0,Funding Only Action,,,,,07/23/2024,01/10/2022,01/06/2027,01/06/2027,,,"$140,000.00","$971,174.59",,$0.00,"$8,679,349.00",,$0.00,"$8,679,349.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,72C0T1,CPS OFFICE OF TRANSITION INITIATIVES,,V71FRUGWJMM3,ENCOMPASS LLC,,1VNA5,1451 ROCKVILLE PIKE SUITE 600,,ROCKVILLE,MD,208521486,UNITED STATES,(301) 287-8700,(301) 685-3720,MARYLAND 08,CORPORATE NOT TAX EXEMPT,MD,USA,PPL/LER NEW EVALUATION IDIQS,1,MD,,USA,MONTGOMERY,ROCKVILLE,MARYLAND 08,20852,1486,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,USA,UNITED STATES,,,,Small Business Set Aside - Total,This Action,36,3,This Action,,,"The purpose of this Task Order is to establish and manage a flexible monitoring and evaluation (M&E) support mechanism to 
deliver adaptable, short-term monitoring and evaluation services for USAID/OTI programs and personnel.",Delivery/Task Order,07/12/2024 15:53:32,USAIDNEGOTIATOR,Final,07/23/2024 11:36:35,PMANTHE,No,,,,07/23/2024 11:36:35,PMANTHE,"For Profit Organization
Subchapter S Corporation",Select One,Not Applicable,Cost Plus Fixed Fee,Closely Associated,No,Select One,Yes,No,No,No - Service where PBA is not used.,Not Applicable,Not Applicable,Select One,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition after exclusion of sources,Other,Subject to Multiple Award Fair Opportunity,Small Business Set Aside - Total,No Preference used,Select One,Competitive Set Aside,Select One,Yes,No,No,Commercial Products/Services Procedures not used,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=72MC1022C00003&modNumber=P00022&idvAgencyID=&idvPIID=&contractType=AWARD,"$305,240","THE PURPOSE OF THIS MOD IS TO FUND THE TOTEM AWARD UNTIL FEB 28, 2022. THE TOTAL FUNDS TO ADD ARE $74,750 ON CLIN 1 WITH O&M OP DEF CODE O.ITSD.KM.1.6.2.0",True,7200,72MC1022C00003,P00022,0,,,,Funding Only Action,,,,,12/26/2024,02/01/2022,05/31/2025,05/31/2025,12/13/2021,,"$21,048.00","$4,172,162.60",,$0.00,"$4,477,402.10",,$0.00,"$4,477,402.10",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,72MC10,USAID M/CIO,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,72000M,USAID M,,LT5RY4N4EJW3,"TIMOTHY J. LONDAGIN, LLC",,83GD3,1706 U ST NW STE 302,,WASHINGTON,DC,200091789,UNITED STATES,(202) 207-4066,,DISTRICT OF COLUMBIA 98,PARTNERSHIP,DC,USA,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20009,1789,B550,SPECIAL STUDIES/ANALYSIS- ORGANIZATION/ADMINISTRATIVE/PERSONNEL,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,1,This Action,0,,TOTEM,Definitive Contract,12/24/2024 11:25:50,USAIDNEGOTIATOR,Final,01/23/2025 15:44:38,NPELHAM@USAID.GOV,No,,,,12/26/2024 14:57:09,JLENTINI,"SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Closely Associated,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Not Applicable,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Not Available for Competition,Other,Only One Source,8(a) Sole Source ,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,No,No,Commercial Products/Services Procedures not used,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23A00008&modNumber=0&idvAgencyID=&idvPIID=&contractType=IDV,"$30,000,000","$30,000,000",True,7200,7200AA23A00008,0,,,,,,,,,,05/29/2023,05/29/2023,,,,,$0.00,,,,,,,,,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7231FM,USAID DCHA/OFDA,PLEASE SELECT FAR 4.1102 EXCEPTION BY CLICKING THE ELLIPSIS (...) BUTTON,JVESS3JW86X9,RELIEF SUPPLIER,,0151Y,"677,MILLENIUM TOWER 2","DISTRICT CENTRE NSP,PITAMPURA,DELHI",NORTH WEST,,110034,INDIA,,,,SOLE PROPRIETORSHIP,,IND,,,,,,,,,,,9330,PLASTICS FABRICATED MATERIALS,624230,EMERGENCY AND OTHER RELIEF SERVICES,,,,,,,,,,,,,,,Relief Supplier- Blanket Purchase Agreement for Kitchen Sets,,05/25/2023 11:24:52,USAIDNEGOTIATOR,Final,05/29/2023 10:37:37,ROHICKS,No,,,,05/29/2023 10:37:37,ROHICKS,For Profit Organization,Select One,Not Applicable,Firm Fixed Price,Select One,Select One,None,Select One,,No,Not Applicable,Not Applicable,,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,,Foreign-Owned Business Not Incorporated in the U.S.,Select One,,Select One,Transaction does not use GFP,,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Commercial Products/Services,Select One,Other than Small Business,Select One,05/31/2028,"$30,000,000.00",$0.00,,,,,"$7,500,000.00",,,,,BPA,Select One,Single Award,Only the Agency awarding the contract may place orders.
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA21C00056&modNumber=P00030&idvAgencyID=&idvPIID=&contractType=AWARD,"$159,521,884","IN PARTNERSHIP WITH PROSPER AFRICA, FEED THE FUTURE, AND OTHER INITIATIVES, THE USAID AFRICA BUREAU, AFRICA REGIONAL MISSIONS, AND THE MIDDLE EAST BUREAU ARE JOINTLY ESTABLISHING THE PROSPER AFRICA TRADE AND INVESTMENT (PATI) ACTIVITY. THE PURPOSE O",True,7200,7200AA21C00056,P00030,0,,,,Funding Only Action,7200AA21R00012,,,,12/30/2024,09/25/2021,09/24/2026,09/24/2026,01/04/2020,,"$23,369,898.88","$361,254,296.34",,$0.00,"$520,776,180.00",,$0.00,"$520,776,180.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720615,AMER EMBASSY NAIROBI - USAID/KENYA,,JKMEF5QVJK24,"DAI GLOBAL, LLC",,9G431,7600 WISCONSIN AVE STE 200,,BETHESDA,MD,208143664,UNITED STATES,(301) 771-7227,(301) 771-7777,MARYLAND 08,OTHER,DE,USA,PROSPER AFRICA TRADE AND INVESTMENT (PATI) ACTIVITY,1,,,KEN,,KENYA,,,,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,USA,UNITED STATES,,,,,This Action,,2,This Action,0,,"AFR/SD/Prosper: In partnership with Prosper Africa, Feed the 
Future, and other initiatives, the USAID Africa Bureau, 
Africa Regional Missions, and the Middle East Bureau are 
jointly establishing the Prosper Africa Trade and Investment 
(PATI)",Definitive Contract,12/26/2024 12:04:47,USAIDNEGOTIATOR,Final,01/22/2025 09:11:38,NPELHAM@USAID.GOV,No,,,,12/30/2024 14:40:55,DANMOORE,"For Profit Organization
Limited Liability Corporation",Select One,Not Applicable,Cost Plus Fixed Fee,Other Functions,Yes,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,No - CAS waiver approved,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Lowest Price Technically Acceptable,Negotiated Proposal/Quote,No set aside used.,No Preference used,Select One,Select One,Select One,No,Yes,No,Commercial Products/Services Procedures not used,No,Other than Small Business,Individual Subcontract Plan ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA22C00037&modNumber=P00008&idvAgencyID=&idvPIID=&contractType=AWARD,"$5,226,148",ASL INTERPRETING/CART/NOTETAKING SERVICES ASL/CART/NT,True,7200,7200AA22C00037,P00008,0,,,,Funding Only Action,7200AA22R00088,,,,09/25/2024,09/21/2022,09/30/2027,09/30/2027,07/19/2022,,"$180,000.00","$10,138,002.25",,$0.00,"$15,364,150.00",,$0.00,"$15,364,150.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200CR,OFFICE OF CIVIL RIGHTS,,HD22ZQ4MGK33,APPLIED DEVELOPMENT LLC,,6ST51,618 PLOY ST,,BALTIMORE,MD,212014521,UNITED STATES,(410) 348-1446,(443) 378-7371,MARYLAND 04,CORPORATE NOT TAX EXEMPT,MD,USA,,1,MD,,USA,BALTIMORE CITY,BALTIMORE,MARYLAND 07,21201,4521,R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,541930,TRANSLATION AND INTERPRETATION SERVICES,,,USA,UNITED STATES,,,,,This Action,,2,This Action,0,,"The purpose of this modification is to incrementally fund the 
contract in the amount of $180,000, thereby increasing the
obligation from $9,958,002.36 to $10,138,002.00. There is 
currently $5,226,147.75 in funds remaining to be obligated.",Definitive Contract,09/25/2024 12:58:55,MSTREMBITSKY@USAID.GOV,Final,11/21/2024 13:58:22,NPELHAM@USAID.GOV,No,,,,09/25/2024 13:00:55,MSTREMBITSKY@USAID.GOV,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Firm Fixed Price,Other Functions,No,Select One,No,No,No,Yes - Service where PBA is used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,Yes,No,No,No,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition after exclusion of sources,Other,Negotiated Proposal/Quote,No set aside used.,No Preference used,Select One,Select One,Brand Name Description (FAR 6.302-1(c)),No,Yes,No,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23A00006&modNumber=0&idvAgencyID=&idvPIID=&contractType=IDV,"$30,000,000","$30,000,000",True,7200,7200AA23A00006,0,,,,,,,,,,05/26/2023,05/26/2023,,,,,$0.00,,,,,,,,,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7231FM,USAID DCHA/OFDA,PLEASE SELECT FAR 4.1102 EXCEPTION BY CLICKING THE ELLIPSIS (...) BUTTON,EE57T57B9MR9,RICHT INTERNATIONAL INC,,7LFK4,4820 HAMMERMILL RD,STE N,TUCKER,GA,300846616,UNITED STATES,(770) 510-3424,(770) 234-6651,GEORGIA 04,CORPORATE NOT TAX EXEMPT,DE,USA,,,,,,,,,,,9330,PLASTICS FABRICATED MATERIALS,624230,EMERGENCY AND OTHER RELIEF SERVICES,,,,,,,,,,,,,,,Richt- Blanket Purchase Agreement for Aquatabs,,05/25/2023 11:15:50,USAIDNEGOTIATOR,Final,05/26/2023 08:08:51,ROHICKS,No,,,,05/26/2023 08:08:51,ROHICKS,Self-Certified Small Disadvantaged Business,Select One,Not Applicable,Firm Fixed Price,Select One,Select One,None,Select One,,No,Not Applicable,Not Applicable,,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,,Foreign-Owned Business Incorporated in the U.S.,Select One,,Select One,Transaction does not use GFP,,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Select One,Commercial Products/Services,Select One,Other than Small Business,Select One,05/31/2028,"$30,000,000.00",$0.00,,,,,"$7,500,000.00",,,,,BPA,Select One,Single Award,Only the Agency awarding the contract may place orders.
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23C00050&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=AWARD,"$15,885,065",CFO/CMP FINANCIAL SERVICES INSTITUTIOANAL SUPPORT CONTRACT,True,7200,7200AA23C00050,P00010,0,,,,Funding Only Action,7200AA23R00042,,,,11/08/2024,04/17/2023,04/16/2025,04/16/2028,03/08/2023,,"$2,500,000.00","$9,006,742.03",,$0.00,"$9,356,308.00",,$0.00,"$24,891,807.60",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,72MCF0,USAID M/CFO,,D3DYHNPJ6W14,"GREAT HILL SOLUTIONS, LLC",,821D8,14200 PARK MEADOW DR,STE 125N,CHANTILLY,VA,201514210,UNITED STATES,(703) 956-6475,,VIRGINIA 11,SOLE PROPRIETORSHIP,DE,USA,,1,DC,,USA,DISTRICT OF COLUMBIA,WASHINGTON,DISTRICT OF COLUMBIA 98,20523,0001,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,1,This Action,0,,"M/CFO/CMP Financial Services Institutional Support contract, Incremental funding modification.",Definitive Contract,11/05/2024 18:53:13,USAIDNEGOTIATOR,Final,11/13/2024 14:12:01,NPELHAM@USAID.GOV,No,,,,11/08/2024 12:18:39,JKEENAN,"SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Time and Materials,Closely Associated,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,U.S. Owned Business,No Clauses Included and No Sustainability Included,Select One,Select One,Transaction uses GFP,Not Required,Not Available for Competition,Other,Only One Source,8(a) Sole Source ,No Preference used,Select One,Select One,Authorized by Statute (FAR 6.302-5(a)(2)(i)),No,Not Applicable,Select One,Commercial Products/Services,No,Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA23S00037&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$701,064",THE SENIOR EVIDENCE UTILIZATION ADVISOR WILL LEVERAGE THEIR CONSIDERABLE EXPERTISE IN THE DRG FIELD TO ADVISE AND SUPPORT THE DEVELOPMENT OF APPROPRIATE AND PRACTICAL APPROACHES TO APPLY DRG EVIDENCE AND LEARNING. THE INCUMBENT WILL LEAD AND GUIDE TH,True,7200,7200AA23S00037,P00001,0,,,,Funding Only Action,7200AA23R00063,,,,09/24/2024,09/19/2023,10/22/2025,10/22/2025,05/01/2023,,"$140,386.00","$335,386.00",,"$1,329.00","$394,865.00",,"-$25,517.00","$1,036,450.00",$0.00,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,720DRG,"BUREAU FOR DEMOCRACY, HUMAN RIGHTS, AND GOVERNANCE",,KA5HQCLKUVW1,DOMESTIC AWARDEES (UNDISCLOSED),FEDERAL EGOV IAE INITIATIVE - GENERIC ENTITY IDENTIFIER,3JEH0,1800 F ST NW,,WASHINGTON,DC,204050001,UNITED STATES,(844) 472-4111,,DISTRICT OF COLUMBIA 98,OTHER,DC,USA,SENIOR EVIDENCE UTILIZATION ADVISOR,1,NY,,USA,KINGS,BROOKLYN,NEW YORK 08,11216,1309,R497,SUPPORT- PROFESSIONAL: PERSONAL SERVICES CONTRACTS,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,,,USA,UNITED STATES,,,,,This Action,,5,This Action,0,,"The Senior Evidence Utilization Advisor will leverage their 
considerable expertise in the DRG field to advise and 
support the development of appropriate and practical 
approaches to apply DRG evidence and learning. The incumbent 
will lead and",Definitive Contract,09/23/2024 19:18:47,USAIDNEGOTIATOR,Final,11/22/2024 11:53:28,BMORAN1,No,,,,09/24/2024 11:11:32,MERSHADULLAH,For Profit Organization,Select One,Not Applicable,Cost No Fee,Select One,No,Select One,No,No,No,No - Service where PBA is not used.,Not Applicable,Select One,Not Applicable exempt from CAS,Not Consolidated,No,Not Applicable,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,Not a manufactured end product,Other U.S. Entity (e.g. Government),No Clauses Included and No Sustainability Included,Select One,Select One,Transaction does not use GFP,Not Required,Full and Open Competition,Other,Negotiated Proposal/Quote,No set aside used.,No Preference used,Select One,Select One,Select One,No,Yes,Select One,Commercial Products/Services Procedures not used,No,Other than Small Business,Plan Not Required ,,,,,,,,,,,,,,,,
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24A00001&modNumber=0&idvAgencyID=&idvPIID=47QRAA18D0031&contractType=IDV,$1,$1,True,7200,7200AA24A00001,0,,4732,47QRAA18D0031,PA0009,,7200AA23Q00016,,,,01/17/2024,01/18/2024,,,,,$0.00,,,,,,,,,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,,LSEHC45NMB28,TRANSLATION EXCELLENCE INC.,,68UD1,3300 S PARKER RD,STE 200,AURORA,CO,800143504,UNITED STATES,(720) 325-0459,(720) 325-1563,COLORADO 06,CORPORATE NOT TAX EXEMPT,CO,USA,,,,,,,,,,,R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,541930,TRANSLATION AND INTERPRETATION SERVICES,,,,,,,Full and Open Competition,No set aside used.,This Action,999,2,This Action,,,"""The Linguistic Services BPA will provide linguistic services to support work in Washington, DC and missions abroad. This includes interpretation,
transcription, translation, and validation.""",,01/22/2024 13:03:40,USAIDNEGOTIATOR,Final,11/05/2024 17:24:08,BMORAN1,No,,,,01/22/2024 14:52:13,BMORAN1,"SBA Certified 8(a) Program Participant
DoT Certified Disadvantaged Business Enterprise
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Order Dependent (IDV allows pricing arrangement to be determined separately for each order),Other Functions,Select One,None,Select One,,No,Not Applicable,Contingency operation as defined in 10 U.S.C. 101(a)(13),,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,,U.S. Owned Business,Select One,,Select One,Transaction does not use GFP,,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,8a Competed,No Preference used,Select One,Competitive Set Aside,Select One,No,Select One,No,Commercial Products/Services,No,Small Business,Select One,01/31/2029,$1.00,$0.00,,,,,"$7,500,000.00",,,,,BPA,Select One,Multiple Award,Only the Agency awarding the contract may place orders.
US AGENCY FOR INTERNATIONAL DEVELOPMENT,2/12/2025,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7200&PIID=7200AA24A00002&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA22D009M&contractType=IDV,$1,$1,True,7200,7200AA24A00002,P00001,,4732,47QRAA22D009M,PA0008,Other Administrative Action,7200AA23Q00016,,,,02/28/2024,01/18/2024,,,,,$0.00,$0.00,,,,,,$1.00,,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,7200,AGENCY FOR INTERNATIONAL DEVELOPMENT,7200AA,USAID M/OAA,,CR46SNA2QER9,INDY INTERPRETING INC,,7B6D3,1101 MIRANDA LN STE 131,,KISSIMMEE,FL,347410771,UNITED STATES,(727) 657-3167,,FLORIDA 09,CORPORATE NOT TAX EXEMPT,FL,USA,,,,,,,,,,,R608,SUPPORT- ADMINISTRATIVE: TRANSLATION AND INTERPRETING,541930,TRANSLATION AND INTERPRETATION SERVICES,,,,,,,Full and Open Competition,No set aside used.,This Action,999,2,This Action,,,"IPI/LFT - Change of Key Personnel. The Linguistic Services BPA 
will provide linguistic services to support work in 
Washington, DC and missions abroad. This includes 
interpretation, transcription, translation, and validation.",,02/28/2024 13:35:30,USAIDNEGOTIATOR,Final,11/06/2024 14:38:56,BMORAN1,No,,,,02/28/2024 14:57:39,CHAJACKSON,"SBA Certified 8(a) Program Participant
Self-Certified Small Disadvantaged Business",Select One,Not Applicable,Order Dependent (IDV allows pricing arrangement to be determined separately for each order),Other Functions,Select One,Select One,Select One,,No,Not Applicable,Contingency operation as defined in 10 U.S.C. 101(a)(13),,Not Applicable exempt from CAS,Not Consolidated,No,Yes,Not Applicable,Not Applicable,None of the Above,Not Applicable,Not Bundled,,U.S. Owned Business,Select One,,Select One,Transaction does not use GFP,,Full and Open Competition,Trade-off,Subject to Multiple Award Fair Opportunity,8a Competed,No Preference used,Select One,Competitive Set Aside,Select One,No,Select One,No,Commercial Products/Services,No,Small Business,Select One,01/31/2029,$0.00,$0.00,,,,,"$7,500,000.00",,,,,BPA,Select One,Multiple Award,Only the Agency awarding the contract may place orders.
